id,long,lat,sub_basin,elevation,aap_(mm),riverdist_m,faultdist_m,landuse_type,slop(percent),slop(degrees),geo_unit,des_geouni,climate_type,des_climatetype
1679.0,46.616,35.074,Diyala,1069.0,241.0,238.04,1808.92,mix(dryfarming_x),9.88,5.64,KPef,"Thinly bedded sandstone and shale with siltstone , mudstone , limestone and conglomerate",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1680.0,46.623,35.073,Diyala,1203.0,241.0,581.5,2114.47,mix(dryfarming_x),49.86,26.5,KPef,"Thinly bedded sandstone and shale with siltstone , mudstone , limestone and conglomerate",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1681.0,47.019,36.019,Safid Rud,2058.0,272.0,410.97,6836.4,mix(dryfarming_x),5.38,3.08,pCmt1,Medium grade (Amphibolite Facies) Precombrian metamorphic rocks,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1682.0,47.102,36.025,Safid Rud,1852.0,272.0,159.9,12813.08,mix(poorrange_x),21.6,12.19,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1683.0,47.1,36.027,Safid Rud,1862.0,272.0,125.66,12773.4,mix(poorrange_x),15.39,8.75,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1684.0,47.102,36.032,Safid Rud,1921.0,272.0,501.94,13223.95,mix(poorrange_x),15.6,8.87,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1685.0,47.097,36.025,Safid Rud,1849.0,272.0,8.57,12426.77,mix(poorrange_x),8.34,4.77,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1686.0,47.089,36.029,Safid Rud,1919.0,272.0,543.99,12067.97,mix(poorrange_x),12.51,7.13,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1687.0,47.082,36.023,Safid Rud,1924.0,272.0,322.87,11170.35,mix(poorrange_x),12.75,7.27,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1688.0,47.066,36.025,Safid Rud,1999.0,272.0,209.35,10151.13,mix(poorrange_x),11.3,6.44,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1689.0,47.066,36.028,Safid Rud,2010.0,272.0,424.88,10367.48,mix(poorrange_x),1.14,0.65,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1690.0,47.056,36.033,Safid Rud,1987.0,272.0,57.47,10106.28,mix(dryfarming_x),2.1,1.2,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1691.0,47.062,36.043,Safid Rud,1959.0,272.0,269.8,11292.27,mix(dryfarming_x),24.38,13.7,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1692.0,47.059,36.048,Safid Rud,2029.0,272.0,337.04,11545.88,mix(dryfarming_x),9.82,5.61,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1693.0,47.063,36.047,Safid Rud,1963.0,272.0,177.91,11687.81,mix(dryfarming_x),23.26,13.09,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1694.0,47.065,36.047,Safid Rud,1941.0,272.0,185.98,11804.66,mix(poorrange_x),12.6,7.18,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1695.0,47.066,36.044,Safid Rud,1913.0,272.0,145.91,11614.81,mix(dryfarming_x),5.69,3.26,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1696.0,47.073,36.043,Safid Rud,1917.0,272.0,242.63,11968.25,mix(dryfarming_x),26.01,14.58,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1697.0,47.075,36.042,Safid Rud,1929.0,272.0,357.43,12018.14,mix(dryfarming_x),18.12,10.27,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1698.0,47.089,36.044,Safid Rud,1875.0,272.0,10.01,13096.53,mix(dryfarming_x),29.34,16.35,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1699.0,47.092,36.044,Safid Rud,1865.0,272.0,0.07,13301.47,mix(dryfarming_x),20.79,11.75,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1700.0,47.096,36.043,Safid Rud,1850.0,272.0,177.72,13508.23,mix(poorrange_x),16.27,9.24,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1701.0,47.094,36.045,Safid Rud,1873.0,272.0,80.42,13510.72,mix(dryfarming_x),25.26,14.18,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1702.0,47.093,36.048,Safid Rud,1964.0,272.0,425.16,13660.25,mix(poorrange_x),10.56,6.03,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1703.0,47.1,36.044,Safid Rud,1844.0,272.0,222.66,13858.96,mix(poorrange_x),12.56,7.16,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1704.0,47.101,36.049,Safid Rud,1924.0,272.0,292.7,14279.16,mix(poorrange_x),25.17,14.13,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1705.0,47.104,36.049,Safid Rud,1897.0,272.0,214.23,14487.55,mix(poorrange_x),29.21,16.28,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1706.0,47.107,36.049,Safid Rud,1869.0,272.0,128.05,14697.96,mix(poorrange_x),28.85,16.09,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1707.0,47.108,36.057,Safid Rud,1831.0,272.0,137.2,15334.95,mix(poorrange_x),22.67,12.77,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1708.0,47.106,36.064,Safid Rud,1820.0,272.0,71.65,15723.59,mix(agri_bagh),13.18,7.51,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1709.0,47.156,35.993,Safid Rud,1863.0,248.0,1588.31,8240.85,mix(poorrange_x),11.38,6.5,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1710.0,47.153,36.001,Safid Rud,1857.0,272.0,748.06,9064.73,mix(poorrange_x),20.79,11.75,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1711.0,47.058,36.007,Safid Rud,2023.0,272.0,1283.54,8386.82,mix(dryfarming_x),8.49,4.85,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1712.0,47.153,36.011,Safid Rud,1796.0,272.0,60.46,9905.6,mix(poorrange_x),17.88,10.14,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1713.0,47.148,36.011,Safid Rud,1871.0,272.0,336.25,10192.84,mix(poorrange_x),26.56,14.88,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1714.0,47.17,36.009,Safid Rud,1833.0,272.0,614.79,8840.09,mix(poorrange_x),16.15,9.17,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1715.0,47.158,36.027,Safid Rud,1870.0,272.0,1265.52,11108.56,mix(poorrange_x),9.07,5.18,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1716.0,47.136,36.032,Safid Rud,1861.0,272.0,795.43,12685.29,mix(poorrange_x),24.32,13.67,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1717.0,47.138,36.033,Safid Rud,1888.0,272.0,1007.07,12665.55,mix(poorrange_x),34.98,19.28,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1718.0,47.135,36.035,Safid Rud,1890.0,272.0,904.58,13005.03,mix(poorrange_x),22.06,12.44,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1719.0,47.131,36.018,Safid Rud,1842.0,272.0,637.57,11798.02,mix(poorrange_x),15.93,9.05,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1720.0,47.128,36.019,Safid Rud,1906.0,272.0,720.95,12065.82,mix(poorrange_x),23.8,13.39,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1721.0,47.129,36.025,Safid Rud,1783.0,272.0,158.77,12490.17,mix(poorrange_x),12.61,7.19,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1722.0,47.125,36.023,Safid Rud,1856.0,272.0,571.08,12572.79,mix(poorrange_x),18.07,10.24,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1723.0,47.117,36.019,Safid Rud,1860.0,272.0,695.17,12778.64,mix(poorrange_x),13.37,7.61,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1724.0,47.114,36.011,Safid Rud,1905.0,272.0,1017.73,12407.12,mix(poorrange_x),11.41,6.51,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1725.0,47.11,36.009,Safid Rud,1845.0,272.0,970.08,12556.86,mix(poorrange_x),7.45,4.26,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1726.0,47.111,36.012,Safid Rud,1871.0,272.0,748.67,12687.98,mix(poorrange_x),6.85,3.92,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1727.0,47.092,36.011,Safid Rud,1911.0,272.0,435.01,11282.81,mix(poorrange_x),9.62,5.49,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1728.0,47.106,36.025,Safid Rud,1877.0,272.0,330.88,13125.1,mix(poorrange_x),14.99,8.53,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1729.0,47.102,36.032,Safid Rud,1921.0,272.0,501.94,13223.95,mix(poorrange_x),15.6,8.87,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1730.0,47.082,36.023,Safid Rud,1924.0,272.0,322.87,11170.35,mix(poorrange_x),12.75,7.27,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1731.0,47.066,36.028,Safid Rud,2010.0,272.0,424.88,10367.48,mix(poorrange_x),1.14,0.65,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1732.0,47.096,36.043,Safid Rud,1850.0,272.0,177.72,13508.23,mix(poorrange_x),16.27,9.24,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1733.0,47.093,36.048,Safid Rud,1964.0,272.0,425.16,13660.25,mix(poorrange_x),10.56,6.03,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1734.0,47.1,36.044,Safid Rud,1844.0,272.0,222.66,13858.96,mix(poorrange_x),12.56,7.16,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1735.0,47.04,36.444,Zarineh Rud,1718.0,272.0,281.76,21157.9,mix(dryfarming_x),17.3,9.82,OMml,Ordovician Maquoketa shale,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1736.0,47.205,36.647,Zarineh Rud,2204.0,273.0,792.55,1620.5,mix(goodrang_x),4.81,2.75,Plms,"Mudstone , locally gypsiferous and sandstone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1737.0,47.225,36.475,Zarineh Rud,2346.0,272.0,252.48,6788.31,mix(goodrang_x),10.79,6.16,pCmt2," Low - grade , regional metamorphic rocks (Green Schist Facies )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1738.0,46.508,36.592,Zarineh Rud,1486.0,270.0,971.56,6412.86,poorrange,8.54,4.88,Ek,"Well bedded , green tuff and tuffaceous shale ( KARAJ FM )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1739.0,47.0,36.498,Zarineh Rud,1987.0,276.0,1054.32,17711.85,mix(dryfarming_x),7.94,4.54,OMml,Ordovician Maquoketa shale,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1740.0,47.008,36.49,Zarineh Rud,1885.0,272.0,288.84,18852.35,mix(dryfarming_x),27.25,15.24,OMml,Ordovician Maquoketa shale,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1741.0,46.867,36.577,Zarineh Rud,1979.0,270.0,285.33,5467.29,modrange,19.6,11.09,pCgr, Precambrian graniteincluding DURAN GRANITE,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1742.0,46.483,36.683,Zarineh Rud,1428.0,262.0,32.4,9887.15,mix(dryfarming_x),10.98,6.27,OMql, Massive to thick - bedded reefal limestone,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1743.0,47.336,36.254,Safid Rud,2013.0,272.0,137.53,16208.56,mix(dryfarming_x),20.29,11.47,OMml,Ordovician Maquoketa shale,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1744.0,47.27,35.055,Diyala,1858.0,234.0,1602.82,2339.28,mix(poorrange_x),17.8,10.09,Qft1,High level piedmont fan and valley terrces deposits,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1745.0,47.279,35.053,Diyala,1976.0,234.0,2083.33,2613.3,mix(poorrange_x),53.3,28.06,Klsol,"Grey , thick - bedded to massive orbitolina limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1746.0,47.281,35.05,Diyala,1977.0,234.0,2424.36,2980.07,mix(poorrange_x),20.29,11.47,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1747.0,46.889,35.078,Diyala,1529.0,241.0,679.32,359.32,goodrange,34.09,18.82,PeEf,"Sandstone , shale , limestone and volcanics",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1748.0,47.295,35.072,Diyala,1973.0,234.0,899.99,2084.52,mix(poorrange_x),7.81,4.47,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1749.0,46.916,35.086,Diyala,1305.0,241.0,34.75,181.6,bagh/grazing area,44.49,23.98,Kussh, Dark grey shale ( Sanandaj shale),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1750.0,46.891,35.084,Diyala,1282.0,241.0,8.21,313.95,bagh/grazing area,0.69,0.39,PeEf,"Sandstone , shale , limestone and volcanics",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1751.0,46.891,35.079,Diyala,1469.0,241.0,519.77,175.66,goodrange,31.19,17.32,PeEf,"Sandstone , shale , limestone and volcanics",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1752.0,47.103,35.129,Diyala,2002.0,234.0,761.27,902.2,mix(modrange_x),24.78,13.92,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1753.0,47.088,35.094,Diyala,1854.0,234.0,460.37,554.98,mix(modrange_x),37.78,20.7,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1754.0,47.082,35.094,Diyala,1781.0,234.0,86.35,880.91,agri,11.62,6.63,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1755.0,47.078,35.084,Diyala,1902.0,234.0,662.53,322.25,agri,8.36,4.78,Klsol,"Grey , thick - bedded to massive orbitolina limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1756.0,47.092,35.084,Diyala,1860.0,234.0,13.73,147.37,mix(modrange_x),10.58,6.04,PeEf,"Sandstone , shale , limestone and volcanics",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1757.0,47.093,35.084,Diyala,1869.0,234.0,50.65,233.71,mix(modrange_x),20.77,11.73,PeEf,"Sandstone , shale , limestone and volcanics",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1758.0,47.088,35.088,Diyala,1828.0,234.0,333.94,340.8,mix(modrange_x),10.35,5.91,Klsol,"Grey , thick - bedded to massive orbitolina limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1759.0,47.076,35.075,Diyala,1830.0,234.0,1451.29,206.28,agri,7.01,4.01,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1760.0,47.076,35.069,Diyala,1816.0,234.0,921.47,526.98,agri,24.41,13.72,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1761.0,47.077,35.069,Diyala,1816.0,234.0,963.25,447.05,agri,22.12,12.47,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1762.0,47.074,35.08,Diyala,1976.0,234.0,1209.63,116.53,mix(modrange_x),35.92,19.76,Klsol,"Grey , thick - bedded to massive orbitolina limestone",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1764.0,47.074,35.069,Diyala,1785.0,234.0,861.13,686.83,agri,18.07,10.24,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1765.0,47.075,35.069,Diyala,1797.0,234.0,887.14,606.91,agri,21.29,12.02,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1766.0,47.075,35.069,Diyala,1797.0,234.0,887.14,606.91,agri,21.29,12.02,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1767.0,47.076,35.069,Diyala,1816.0,234.0,921.47,526.98,agri,24.41,13.72,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1768.0,47.076,35.069,Diyala,1816.0,234.0,921.47,526.98,agri,24.41,13.72,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1769.0,47.081,35.066,Diyala,1907.0,234.0,977.09,435.65,modrange,38.39,21.0,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1770.0,47.076,35.066,Diyala,1809.0,234.0,634.77,696.46,mix(modrange_x),22.93,12.92,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1771.0,47.078,35.066,Diyala,1834.0,234.0,759.65,564.21,mix(modrange_x),23.38,13.16,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1772.0,47.084,35.104,Diyala,1834.0,234.0,493.46,1082.91,mix(modrange_x),25.68,14.4,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1773.0,46.867,35.501,Diyala,1903.0,261.0,336.05,578.37,mix(dryfarming_x),31.4,17.43,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1774.0,47.084,35.104,Diyala,1834.0,234.0,493.46,1082.91,mix(modrange_x),25.68,14.4,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1775.0,47.081,35.101,Diyala,1719.0,234.0,90.47,1041.32,agri,20.15,11.39,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1776.0,47.081,35.101,Diyala,1719.0,234.0,90.47,1041.32,agri,20.15,11.39,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1777.0,47.078,35.105,Diyala,1732.0,234.0,120.92,961.1,mix(modrange_x),43.8,23.65,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1778.0,47.076,35.108,Diyala,1702.0,234.0,190.08,971.77,mix(modrange_x),12.16,6.93,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1779.0,47.076,35.108,Diyala,1702.0,234.0,190.08,971.77,mix(modrange_x),12.16,6.93,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1780.0,47.076,35.108,Diyala,1702.0,234.0,190.08,971.77,mix(modrange_x),12.16,6.93,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1781.0,47.074,35.102,Diyala,1787.0,234.0,372.73,495.94,mix(modrange_x),32.39,17.95,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1782.0,47.08,35.104,Diyala,1773.0,234.0,177.34,1086.22,mix(modrange_x),48.66,25.95,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1783.0,47.072,35.097,Diyala,1885.0,234.0,841.24,112.87,mix(modrange_x),28.27,15.79,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1784.0,47.071,35.1,Diyala,1874.0,234.0,723.9,157.8,mix(modrange_x),18.92,10.71,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1785.0,47.074,35.097,Diyala,1850.0,234.0,685.45,280.99,mix(modrange_x),21.1,11.91,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1786.0,47.075,35.1,Diyala,1785.0,234.0,439.4,494.01,mix(modrange_x),25.89,14.52,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1787.0,47.081,35.1,Diyala,1717.0,234.0,32.81,998.34,agri,7.76,4.44,Ebv,Andesite and basalt mainly with vesicular texture,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1788.0,46.114,35.514,Diyala,1289.0,274.0,1988.18,3189.49,wetland1,0.42,0.24,Qft1,High level piedmont fan and valley terrces deposits,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1789.0,46.114,35.507,Diyala,1302.0,274.0,2302.75,3954.48,dryfarming,4.58,2.62,Kfsh, Dark grey argillaceous shale,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1790.0,47.068,35.067,Diyala,1749.0,234.0,704.39,766.51,agri,18.54,10.51,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1791.0,47.069,35.068,Diyala,1758.0,234.0,768.44,895.43,agri,23.03,12.97,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1792.0,47.069,35.068,Diyala,1758.0,234.0,768.44,895.43,agri,23.03,12.97,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1793.0,47.062,35.067,Diyala,1778.0,234.0,1082.55,644.66,mix(modrange_x),18.72,10.6,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1794.0,47.073,35.062,Diyala,1726.0,234.0,126.18,331.37,mix(modrange_x),19.84,11.22,Kussh, Dark grey shale ( Sanandaj shale),SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1795.0,46.992,36.021,Safid Rud,2055.0,276.0,2269.72,6163.91,mix(dryfarming_x),3.91,2.24,pCmt1,Medium grade (Amphibolite Facies) Precombrian metamorphic rocks,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1796.0,46.063,35.018,Diyala,1076.0,248.0,806.39,16631.88,modforest,66.66,33.69,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SH-C-W,"Hot and dry, with a dry period longer than the humid period"
1797.0,46.857,35.368,Diyala,2162.0,241.0,1707.05,544.75,mix(dryfarming_x),24.43,13.73,PeEf,"Sandstone , shale , limestone and volcanics",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1798.0,46.417,35.267,Diyala,1283.0,248.0,274.52,4317.81,dryfarming,58.1,30.16,"Olc,s",Ordovician limestone confining unit,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1799.0,46.421,35.25,Diyala,1258.0,248.0,497.68,4957.48,modforest,29.11,16.23,TRKubl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1800.0,46.42,35.251,Diyala,1221.0,248.0,546.53,4979.76,modforest,23.64,13.3,TRKubl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1801.0,46.418,35.252,Diyala,1236.0,248.0,662.9,5080.52,modforest,19.73,11.16,TRKubl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1802.0,46.417,35.255,Diyala,1261.0,248.0,629.6,4990.41,dryfarming,18.12,10.27,TRKubl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1803.0,46.414,35.258,Diyala,1278.0,248.0,628.13,5057.22,dryfarming,15.35,8.73,"Olc,s",Ordovician limestone confining unit,SA-C-W,"Hot and dry, with a dry period longer than the humid period"
1804.0,46.241,35.5,Diyala,1521.0,274.0,1108.32,5720.8,lowforest,6.64,3.8,Kfsh, Dark grey argillaceous shale,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1805.0,46.322,35.495,Diyala,1451.0,248.0,510.16,3126.85,modforest,38.59,21.1,Klsm,"Marl , shale , sandy limestone and sandy dolomite",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1806.0,46.318,35.504,Diyala,1331.0,274.0,185.73,3350.89,modforest,14.25,8.11,Klsm,"Marl , shale , sandy limestone and sandy dolomite",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
1807.0,46.274,35.333,Diyala,1515.0,248.0,1515.22,1202.46,lowforest,35.08,19.33,TRKubl," Buff to grey , thick - bedded to massive ,  partly o'olitic limestone ( Bisetun Limestone )",SA-K-W,"Hot and dry, with a dry period longer than the humid period"
